,explicit,key,mode,danceability,loudness,speechiness,energy,valence,acousticness,tempo,instrumentalness,liveness,popularidad_predicha
Song_4515,0,7,1,0.17,-21.84,0.16,0.36,0.20,0.16,87.01,0.53,0.75,61.08
Song_4516,1,8,0,0.04,-13.24,0.55,0.63,0.97,0.70,134.77,0.64,0.92,59.92
Song_4517,1,6,1,0.41,-50.37,0.45,0.13,0.83,0.23,116.19,0.52,0.37,63.63
Song_4518,1,7,0,0.76,-33.06,0.12,0.36,0.27,0.68,152.96,0.90,0.62,62.44
Song_4519,1,3,1,0.87,-15.41,0.67,0.08,0.79,0.97,157.03,0.14,0.78,60.84
Song_4520,1,3,0,0.10,-58.77,0.02,0.57,0.01,0.51,148.26,0.84,0.85,66.86
Song_4521,0,1,0,0.52,-58.26,0.13,0.43,0.28,0.32,91.81,0.15,0.96,60.65
Song_4522,0,7,0,0.26,-19.39,0.70,0.79,0.11,0.38,147.13,0.43,0.78,60.46
Song_4523,0,10,0,0.37,-16.49,0.53,0.57,0.42,0.38,138.81,0.15,0.03,60.09
Song_4524,0,1,1,0.93,-9.25,0.28,0.66,0.64,0.13,149.26,0.60,0.10,60.46
Song_4525,1,8,0,0.35,-36.02,0.18,0.67,0.17,0.82,94.87,0.35,0.83,64.09
Song_4526,1,3,0,0.37,-36.61,0.64,0.59,0.24,0.38,198.39,0.45,0.28,62.97
Song_4527,0,0,0,0.21,-26.86,0.21,0.02,0.39,0.72,198.22,0.16,0.08,60.56
Song_4528,1,3,0,0.96,-14.56,0.98,0.83,0.63,0.27,183.03,0.47,0.96,60.17
Song_4529,1,2,1,0.46,-21.54,0.87,0.92,0.31,0.36,93.35,0.74,0.38,61.97
Song_4530,0,11,0,0.57,-40.36,0.13,0.53,0.60,0.89,165.38,0.93,0.37,60.13
Song_4531,0,5,1,0.45,-39.21,0.86,0.11,0.35,0.42,77.58,0.28,0.12,59.55
Song_4532,1,6,0,0.25,-14.22,0.35,0.65,0.26,0.35,188.37,0.43,0.83,61.10
Song_4533,1,7,0,0.81,-27.92,0.49,0.36,0.86,0.31,91.36,0.78,0.45,62.01
Song_4534,0,1,0,0.03,-54.12,0.14,0.07,0.38,0.89,121.74,0.56,0.30,60.82
Song_4535,0,5,0,0.69,-50.82,0.12,0.85,0.92,0.42,150.10,0.74,0.83,60.27
Song_4536,0,5,0,0.59,-8.93,0.87,0.71,0.31,0.88,111.28,0.78,0.85,60.15
Song_4537,1,9,0,0.14,-0.07,0.63,0.80,0.54,0.30,93.41,0.73,0.71,60.96
Song_4538,0,11,1,0.17,-39.86,0.46,0.80,0.05,0.98,171.00,0.95,0.43,61.11
Song_4539,0,4,1,0.66,-36.80,0.04,0.36,0.68,0.50,173.75,0.73,0.30,60.48
Song_4540,1,9,0,0.31,-50.73,0.92,0.48,0.80,0.16,126.81,0.12,0.51,62.74
Song_4541,1,9,0,0.27,-45.86,0.38,0.23,0.97,0.42,101.85,0.80,0.56,63.54
Song_4542,1,6,0,0.06,-34.52,0.42,0.75,0.84,0.68,159.32,0.09,0.57,62.14
Song_4543,1,2,1,0.77,-42.94,0.29,0.52,0.31,0.89,186.00,0.40,0.75,64.03
Song_4544,1,3,0,0.88,-17.91,0.89,0.65,0.56,0.13,172.53,0.35,0.06,61.34
Song_4545,0,9,1,0.82,-27.73,0.34,0.36,0.59,0.56,138.58,0.16,0.65,60.00
Song_4546,0,8,1,0.47,-10.66,0.17,0.68,0.06,0.53,68.35,0.11,0.87,61.17
Song_4547,1,3,1,0.53,-16.53,0.50,0.67,0.07,0.33,188.68,0.29,0.13,60.88
Song_4548,1,2,1,0.24,-52.31,0.78,0.77,0.33,0.41,187.20,0.69,0.55,62.46
Song_4549,1,1,1,0.17,-52.60,0.37,0.16,0.74,0.30,95.86,0.21,0.69,63.20
Song_4550,1,4,0,0.82,-6.26,0.65,0.62,0.29,0.30,156.12,0.97,0.96,60.56
Song_4551,1,3,1,0.80,-10.83,0.30,0.88,0.87,0.53,112.31,0.01,0.10,60.79
Song_4552,0,7,1,0.78,-31.92,0.72,0.09,0.64,0.06,90.81,0.57,0.73,59.87
Song_4553,0,6,0,0.46,-52.18,0.67,0.96,0.47,0.48,61.50,0.56,0.58,60.42
Song_4554,0,5,0,0.86,-6.09,0.68,0.21,0.54,0.32,111.12,0.27,0.34,61.63
Song_4555,0,10,1,0.93,-46.16,0.65,0.94,0.33,0.46,89.55,0.60,0.05,60.94
Song_4556,1,11,0,0.33,-57.87,0.16,0.87,0.97,0.97,63.32,0.56,0.33,63.04
Song_4557,0,1,0,0.22,-4.55,0.89,0.77,0.18,0.74,133.74,0.69,0.83,60.12
Song_4558,1,2,0,0.46,-11.46,0.59,0.21,0.86,0.86,92.55,0.87,0.63,60.24
Song_4559,1,9,1,0.18,-18.39,0.38,0.22,0.68,0.37,142.43,0.10,0.23,61.20
Song_4560,1,8,1,0.88,-57.96,0.17,0.26,0.71,0.71,118.56,0.84,0.99,62.53
Song_4561,0,8,0,0.34,-28.29,0.78,0.81,0.84,0.46,107.79,0.02,0.75,59.14
Song_4562,1,4,0,0.58,-20.78,0.51,0.19,0.14,0.60,112.64,0.06,0.19,62.12
Song_4563,0,2,1,0.59,-14.44,0.15,0.58,0.70,0.44,140.35,0.91,0.78,60.12
Song_4564,0,1,1,0.51,-31.74,0.92,0.78,0.78,0.13,176.76,0.71,0.83,59.70
Song_4565,1,7,0,0.16,-2.80,0.11,0.46,0.98,0.95,153.71,0.64,0.87,61.32
Song_4566,1,5,1,0.99,-45.31,0.52,0.84,0.75,0.71,75.48,0.52,0.74,62.31
Song_4567,1,9,1,0.17,-55.82,0.61,0.56,0.95,0.60,139.38,0.78,0.08,62.72
Song_4568,0,10,0,0.75,-40.03,1.00,0.60,0.85,0.56,167.65,0.73,0.81,60.22
Song_4569,1,11,0,0.79,-20.29,0.14,0.68,0.88,0.72,103.55,0.34,0.93,62.69
Song_4570,0,6,1,0.15,-15.77,0.61,0.85,0.92,0.53,147.93,0.50,0.50,59.43
Song_4571,1,0,1,0.93,-15.69,0.48,0.00,0.53,0.22,60.06,0.48,0.76,61.38
Song_4572,1,0,1,0.49,-53.36,0.26,0.39,0.71,0.01,191.56,0.43,0.50,63.78
Song_4573,0,9,0,0.63,-6.89,0.94,0.96,0.12,0.38,97.48,0.68,0.64,60.05
Song_4574,0,1,0,0.64,-43.15,0.79,0.10,0.36,0.56,186.84,0.81,0.65,60.57
Song_4575,0,9,0,0.50,-47.41,0.78,0.23,0.88,0.37,90.33,0.96,0.45,60.15
Song_4576,0,2,0,0.14,-23.13,0.90,0.57,0.98,0.53,185.47,0.41,0.35,59.49
Song_4577,0,11,1,0.75,-47.29,0.73,0.86,0.11,0.66,137.65,0.70,0.44,60.33
Song_4578,0,0,0,0.58,-29.52,0.51,0.10,0.59,0.81,85.55,0.56,0.58,59.23
Song_4579,1,4,0,0.12,-35.58,0.39,0.00,0.73,0.30,104.69,0.18,0.53,62.40
Song_4580,1,2,1,0.70,-46.08,0.70,0.69,0.52,0.63,176.19,0.31,0.64,61.96
Song_4581,0,0,0,0.70,-42.48,0.60,0.60,0.23,0.89,193.39,0.85,0.05,60.20
Song_4582,1,7,1,0.55,-34.36,0.54,0.27,0.04,0.15,182.71,0.81,0.46,63.61
Song_4583,0,11,0,0.09,-39.23,0.59,0.96,0.95,0.69,182.01,0.85,0.07,60.32
Song_4584,1,10,1,0.35,-37.11,0.66,0.56,0.24,0.91,60.60,0.04,0.76,63.31
Song_4585,1,5,1,0.05,-15.87,0.97,0.66,0.30,0.67,122.77,0.99,0.27,60.27
Song_4586,0,8,1,0.48,-49.90,0.75,0.38,0.64,0.09,177.18,0.56,0.35,61.08
Song_4587,0,2,0,0.91,-22.34,0.18,0.92,0.43,0.28,64.93,0.51,0.65,59.80
Song_4588,0,8,1,0.00,-19.31,0.47,0.28,0.42,0.19,157.17,0.73,0.35,60.04
Song_4589,1,8,0,0.27,-11.87,0.68,0.75,0.08,0.91,130.15,0.13,0.73,61.39
Song_4590,0,11,0,0.80,-9.16,0.18,0.12,0.99,0.99,170.65,0.23,0.86,60.84
Song_4591,1,11,0,0.01,-50.48,0.93,0.54,0.28,0.43,96.51,0.94,0.64,62.45
Song_4592,0,0,0,0.01,-51.70,0.08,0.58,0.11,0.90,183.51,0.21,0.16,61.56
Song_4593,1,2,0,0.61,-23.11,0.61,0.19,0.68,0.14,101.54,0.34,0.45,62.32
Song_4594,1,5,0,0.79,-14.59,0.98,0.32,0.75,0.00,193.17,0.25,0.73,60.58
Song_4595,0,7,1,0.78,-43.66,0.73,0.18,0.03,0.57,149.67,0.48,0.27,61.52
Song_4596,1,3,1,0.78,-28.45,0.68,0.85,0.27,0.99,87.58,0.80,0.95,62.30
Song_4597,1,4,0,0.36,-13.67,1.00,0.66,0.19,0.56,168.63,0.84,0.94,60.03
Song_4598,0,8,0,0.88,-13.95,0.79,0.45,0.79,0.98,134.87,0.32,0.34,59.38
Song_4599,1,5,0,0.01,-20.77,0.97,0.56,0.18,0.45,117.10,0.07,0.61,62.71
Song_4600,0,11,0,0.31,-55.27,0.70,0.34,0.24,0.38,126.10,0.11,0.39,61.03
Song_4601,0,6,0,0.34,-56.96,0.67,0.43,0.99,0.93,115.91,0.82,0.73,60.48
Song_4602,0,6,1,0.17,-36.69,0.76,0.62,0.70,0.05,159.05,0.43,0.79,59.53
Song_4603,0,3,1,0.34,-58.40,0.19,0.21,0.39,0.33,96.24,0.82,0.17,61.19
Song_4604,1,3,0,0.59,-5.75,0.81,0.13,0.75,0.44,131.69,0.01,0.52,61.41
Song_4605,1,3,0,0.52,-58.79,0.97,0.94,0.47,0.09,165.76,0.03,0.35,62.13
Song_4606,1,10,1,0.32,-58.22,0.61,0.24,0.21,0.52,80.11,0.32,0.93,63.85
Song_4607,0,4,0,0.75,-50.08,0.01,0.50,0.49,0.38,100.86,0.20,0.20,62.18
Song_4608,1,4,0,0.71,-22.38,0.07,0.76,0.77,0.44,89.88,0.65,0.95,62.67
Song_4609,1,7,0,0.28,-27.51,0.23,0.56,0.18,0.69,140.07,0.59,0.42,63.28
Song_4610,0,8,1,0.32,-20.43,0.49,0.63,0.49,0.07,117.69,0.89,0.87,59.87
Song_4611,0,1,1,0.29,-6.39,0.41,0.16,0.12,0.96,105.35,0.79,0.46,60.37
Song_4612,1,10,0,0.13,-32.70,0.98,0.39,0.84,0.52,110.09,0.10,0.61,61.59
Song_4613,0,6,1,0.75,-57.37,0.95,0.69,0.82,0.84,125.74,0.89,0.99,59.23
Song_4614,0,0,1,0.05,-14.19,0.39,0.21,0.67,0.32,118.58,0.12,0.73,60.28
Song_4615,0,0,0,0.15,-11.28,0.79,0.48,0.92,0.31,158.89,0.20,0.19,59.85
Song_4616,0,3,1,0.11,-57.01,0.64,0.59,0.40,0.90,156.98,0.51,0.26,60.67
Song_4617,1,9,1,0.83,-45.43,0.24,0.79,0.13,0.12,63.73,0.11,0.46,63.31
Song_4618,0,6,1,0.04,-13.76,0.93,0.22,0.98,0.10,159.35,0.23,0.59,60.36
Song_4619,0,1,1,0.66,-37.43,0.26,0.98,0.51,0.70,91.08,0.45,0.06,61.08
Song_4620,0,10,1,0.04,-31.64,0.87,0.97,0.48,0.47,118.78,0.25,0.04,59.48
Song_4621,0,1,1,0.79,-10.61,0.64,0.01,0.06,0.72,91.14,0.95,0.46,60.64
Song_4622,0,0,0,0.91,-54.32,0.62,0.37,0.57,0.43,76.66,0.16,0.52,61.19
Song_4623,0,9,0,0.49,-19.36,0.84,0.07,0.64,0.21,141.75,0.57,0.08,60.10
Song_4624,0,1,0,0.80,-47.10,0.49,0.32,0.47,0.72,193.09,0.50,0.48,60.95
Song_4625,0,6,1,0.71,-56.24,0.85,0.61,0.91,0.04,112.08,0.45,0.78,60.04
Song_4626,1,8,0,0.80,-20.25,0.55,0.61,0.74,0.45,154.96,0.23,0.55,61.77
Song_4627,0,5,1,0.77,-52.72,0.98,0.10,0.04,0.46,123.43,0.19,0.48,61.17
Song_4628,1,9,1,0.21,-15.18,0.66,0.68,0.54,0.08,85.38,0.30,0.07,60.61
Song_4629,0,1,0,0.50,-47.84,0.37,0.85,0.99,0.24,188.94,0.59,0.98,60.31
Song_4630,0,11,1,0.96,-57.09,0.76,0.63,0.20,0.26,122.95,0.58,0.54,61.00
Song_4631,0,9,0,0.34,-54.04,0.51,0.31,0.62,0.89,61.18,0.77,0.45,60.78
Song_4632,0,9,1,0.97,-9.52,0.81,0.00,0.27,0.51,123.93,0.30,0.07,60.96
Song_4633,1,8,0,0.58,-37.74,0.83,0.65,0.37,0.67,60.83,0.71,0.74,62.01
Song_4634,0,6,0,0.46,-41.86,0.62,0.68,0.03,0.05,171.15,0.88,0.28,60.93
Song_4635,0,10,0,0.66,-30.53,0.87,0.71,0.69,0.10,111.50,0.86,0.08,59.72
Song_4636,1,0,0,0.82,-22.02,0.40,0.04,0.77,0.56,146.05,0.47,0.72,62.18
Song_4637,1,11,1,0.39,-57.77,0.06,0.52,0.77,0.84,167.34,0.66,0.48,63.81
Song_4638,0,8,0,0.03,-6.11,0.66,0.41,0.97,0.05,63.88,0.83,0.06,60.62
Song_4639,1,1,1,0.71,-2.49,0.76,0.77,0.84,0.98,132.53,0.16,0.85,60.36
Song_4640,1,3,0,0.96,-34.96,0.07,0.72,0.21,0.89,149.33,0.96,0.45,61.52
Song_4641,1,8,0,0.62,-35.24,0.77,0.95,0.23,0.87,125.96,0.60,0.14,62.09
Song_4642,0,3,0,0.19,-7.29,0.64,0.90,0.77,0.01,102.88,0.28,0.34,60.96
Song_4643,0,2,1,0.25,-34.24,0.12,0.56,0.78,0.41,124.85,0.52,0.03,60.63
Song_4644,0,0,0,0.91,-8.63,0.54,0.98,0.12,0.80,115.05,0.74,0.98,60.18
Song_4645,1,6,0,0.01,-58.30,0.11,0.15,0.01,0.76,145.62,0.82,0.75,64.51
Song_4646,0,5,1,0.55,-30.62,0.32,0.01,0.40,0.35,125.68,0.31,0.05,60.82
Song_4647,1,9,0,0.16,-2.85,0.80,0.11,0.69,0.88,78.23,0.34,0.24,60.22
Song_4648,0,3,1,0.28,-44.83,0.10,0.36,0.87,0.64,71.75,0.82,0.48,60.35
Song_4649,0,5,0,0.31,-44.03,0.46,0.76,0.17,0.99,82.85,0.84,0.72,61.04
Song_4650,1,5,0,0.22,-22.19,0.61,0.38,0.82,0.33,69.19,0.69,0.64,61.60
Song_4651,0,3,0,0.79,-4.43,0.94,0.78,0.68,0.64,95.50,0.68,0.44,60.74
Song_4652,1,5,1,0.33,-48.08,0.74,0.74,0.17,0.42,69.79,0.25,0.55,62.24
Song_4653,1,9,0,0.35,-4.70,0.14,0.79,0.87,0.65,144.50,0.96,0.04,61.68
Song_4654,0,10,0,0.45,-20.22,0.97,0.19,0.93,0.26,122.25,0.85,1.00,58.55
Song_4655,1,7,0,0.90,-0.42,0.48,0.52,0.27,0.38,95.76,0.87,0.87,61.84
Song_4656,0,2,1,0.69,-15.81,0.37,0.71,0.15,0.93,61.76,0.20,0.32,60.19
Song_4657,0,3,1,0.06,-19.93,0.13,0.28,0.97,0.29,80.47,0.98,0.11,60.23
Song_4658,1,9,1,0.04,-11.11,0.93,0.84,0.02,0.62,153.34,0.45,0.63,61.33
Song_4659,0,11,1,0.57,-49.49,0.59,0.78,0.95,0.92,94.92,0.68,0.92,60.67
Song_4660,1,0,1,0.89,-3.24,0.99,0.12,0.22,0.48,106.61,0.90,0.68,61.06
Song_4661,0,3,1,0.32,-50.06,0.17,0.22,0.44,0.70,70.69,0.10,0.07,61.24
Song_4662,0,10,0,0.25,-58.46,0.55,0.24,0.31,0.75,136.76,0.32,0.38,60.52
Song_4663,0,9,0,0.75,-18.13,0.11,0.88,0.15,0.54,172.61,0.37,0.72,60.25
Song_4664,0,9,0,0.60,-48.92,0.52,0.19,0.35,0.38,109.46,0.77,0.24,61.20
Song_4665,0,11,0,0.57,-14.47,0.89,0.62,0.54,0.81,76.06,0.30,0.64,59.41
Song_4666,1,8,0,0.15,-12.30,0.11,0.06,0.09,0.55,193.56,0.39,0.58,62.65
Song_4667,1,7,1,0.18,-45.80,0.27,0.55,0.81,0.12,131.58,0.38,0.10,63.48
Song_4668,1,10,1,0.28,-54.80,0.68,0.14,0.80,0.87,72.52,0.91,0.74,62.29
Song_4669,1,3,1,0.21,-29.95,0.08,0.58,0.80,0.30,129.63,0.00,0.44,63.79
Song_4670,1,11,0,0.97,-6.59,0.45,0.37,0.69,0.49,66.29,0.14,0.16,63.27
Song_4671,1,6,1,0.02,-9.16,0.33,0.61,0.46,0.21,67.74,0.93,0.93,61.34
Song_4672,0,9,0,0.63,-52.98,0.84,0.39,0.83,0.49,104.59,0.61,0.75,60.66
Song_4673,0,2,1,0.52,-2.11,0.05,0.85,0.85,0.13,154.82,0.09,0.72,60.86
Song_4674,1,8,0,0.32,-44.16,0.86,0.76,0.29,0.57,158.71,0.47,0.45,61.60
Song_4675,1,9,1,0.89,-39.04,0.70,0.84,0.48,0.52,186.20,0.94,0.64,61.21
Song_4676,0,3,0,0.67,-51.06,0.30,0.22,0.20,0.82,75.12,0.76,0.64,61.18
Song_4677,0,1,1,1.00,-37.33,0.20,0.15,0.26,0.56,124.96,0.26,0.14,61.57
Song_4678,0,9,0,0.17,-21.86,0.95,0.56,0.24,0.41,126.69,0.43,0.88,59.12
Song_4679,1,4,1,0.09,-29.64,0.55,0.87,0.83,0.47,124.52,0.49,0.82,61.61
Song_4680,1,1,0,0.14,-10.35,0.34,0.11,0.25,0.60,177.81,0.76,0.14,62.42
Song_4681,1,9,0,0.27,-21.52,0.04,0.23,0.55,0.84,173.59,0.78,0.32,63.21
Song_4682,0,5,0,0.42,-44.19,0.17,0.75,0.63,0.04,131.08,0.29,0.07,60.86
Song_4683,0,10,0,0.86,-26.55,0.60,0.47,0.74,0.93,168.99,0.73,0.35,59.54
Song_4684,1,9,1,0.28,-56.15,0.51,0.60,0.03,0.08,68.29,0.97,0.73,63.75
Song_4685,1,0,1,0.92,-25.15,0.76,0.59,0.48,0.34,134.50,0.07,0.00,61.72
Song_4686,0,5,1,0.46,-36.62,0.83,0.41,0.29,0.34,73.29,0.82,0.51,59.51
Song_4687,0,3,0,0.65,-54.10,0.40,0.71,0.83,0.53,181.38,0.59,0.87,60.32
Song_4688,0,2,1,0.26,-41.55,0.10,0.85,0.04,0.35,130.44,0.38,0.31,61.58
Song_4689,0,1,0,0.16,-6.11,0.79,0.91,0.21,0.22,62.46,0.79,0.72,59.88
Song_4690,1,6,1,0.87,-24.84,0.55,0.05,0.32,0.24,136.95,0.33,0.05,63.47
Song_4691,0,8,0,0.11,-5.80,0.98,0.55,0.08,0.99,163.29,0.34,0.56,60.10
Song_4692,0,11,1,0.77,-35.35,0.80,0.04,0.40,0.84,78.89,0.50,0.88,59.12
Song_4693,0,2,0,0.58,-1.27,0.33,0.90,0.74,0.81,99.60,0.46,0.41,60.91
Song_4694,1,5,0,0.86,-38.40,0.43,0.43,0.21,0.42,122.76,0.13,0.62,62.80
Song_4695,1,8,1,0.72,-14.59,0.24,0.90,0.75,0.94,118.05,0.03,0.63,60.46
Song_4696,0,1,1,0.28,-41.68,0.51,0.19,0.53,0.06,130.40,0.63,0.73,61.28
Song_4697,0,6,1,0.57,-53.64,0.71,0.16,0.34,0.13,62.31,0.33,0.23,61.24
Song_4698,0,4,0,0.01,-10.02,0.61,0.91,0.37,0.25,163.34,0.52,0.75,60.50
Song_4699,1,4,0,0.48,-14.25,0.34,0.94,0.12,0.64,104.15,0.21,0.24,60.77
Song_4700,1,10,0,0.09,-10.76,0.82,0.77,0.25,0.17,158.25,0.57,0.60,61.13
Song_4701,1,6,1,0.43,-42.02,0.11,0.22,0.73,0.34,179.73,0.33,0.16,64.15
Song_4702,0,8,0,0.11,-17.78,0.14,0.17,0.86,0.18,156.22,0.61,0.74,60.22
Song_4703,1,3,1,0.96,-46.80,0.40,0.75,0.27,0.80,154.07,0.68,0.29,61.77
Song_4704,0,8,0,0.52,-59.32,0.70,0.63,0.59,0.91,141.06,0.00,0.65,60.25
Song_4705,0,10,1,0.91,-8.01,0.69,0.87,0.03,0.85,60.14,0.43,0.16,60.89
Song_4706,0,9,0,0.02,-28.59,0.37,0.28,0.08,0.03,186.53,0.73,0.23,60.87
Song_4707,1,8,0,0.64,-0.98,0.70,0.30,0.96,0.32,176.70,0.74,0.82,60.56
Song_4708,0,3,1,0.31,-36.90,0.06,0.73,0.90,0.64,87.24,0.38,0.09,61.09
Song_4709,1,2,0,0.43,-2.59,0.29,0.27,0.08,0.00,85.24,0.82,0.10,61.49
Song_4710,1,1,0,0.87,-23.10,0.69,0.46,0.82,0.75,65.16,0.65,0.77,62.09
Song_4711,0,8,1,0.98,-29.27,0.18,0.52,0.10,0.87,113.13,0.99,0.12,59.83
Song_4712,0,11,0,0.25,-41.83,0.21,0.67,0.83,0.08,197.93,0.51,0.89,60.61
Song_4713,1,1,1,0.95,-10.48,0.09,0.34,0.91,0.43,73.62,0.38,0.14,61.76
Song_4714,0,5,1,0.69,-10.27,0.36,0.86,0.15,0.30,139.10,0.92,0.68,60.02
Song_4715,1,4,0,0.95,-34.98,0.82,0.40,0.15,0.95,97.08,0.40,0.60,63.10
Song_4716,0,4,0,0.56,-16.36,0.84,0.04,0.93,0.32,180.63,0.64,0.73,59.51
Song_4717,1,3,0,0.96,-33.17,0.86,0.07,0.30,0.58,131.01,0.83,0.70,62.37
Song_4718,1,5,1,0.89,-15.62,0.04,0.97,0.47,0.01,179.50,0.46,0.37,61.85
Song_4719,1,4,0,0.13,-0.35,0.99,0.62,0.30,0.84,190.14,0.44,0.95,61.18
Song_4720,1,10,1,0.31,-44.25,0.50,0.49,0.75,0.03,148.70,0.29,0.51,62.67
Song_4721,0,3,0,0.24,-21.96,0.87,0.87,0.21,0.57,99.60,0.96,0.97,59.44
Song_4722,0,8,0,0.57,-37.21,0.91,0.72,0.49,0.74,122.78,0.94,0.38,59.35
Song_4723,1,5,1,0.80,-27.10,0.51,0.18,0.85,0.40,148.41,0.47,0.53,61.93
Song_4724,1,10,0,0.76,-7.55,0.05,0.01,0.94,0.03,151.12,0.33,0.58,64.77
Song_4725,0,9,0,0.73,-39.15,0.60,0.98,0.35,0.90,69.38,0.13,0.56,60.29
Song_4726,0,9,0,0.38,-55.66,0.33,0.63,0.11,0.37,109.08,0.48,0.66,61.06
Song_4727,0,9,0,0.14,-12.06,0.21,0.48,0.81,0.47,134.54,0.89,0.29,60.33
Song_4728,0,2,0,0.21,-26.70,0.18,0.94,0.11,0.81,107.10,0.87,0.06,60.41
Song_4729,0,9,1,0.74,-33.04,0.56,0.37,0.78,0.66,140.93,0.12,0.20,59.49
Song_4730,0,5,0,0.15,-49.00,0.10,0.72,0.69,0.33,84.64,0.49,0.56,60.84
Song_4731,1,0,1,0.22,-54.43,0.82,0.67,0.58,0.54,64.84,0.82,0.86,61.95
Song_4732,0,4,0,0.42,-43.28,0.23,0.68,0.94,0.09,107.79,0.84,0.48,60.79
Song_4733,0,9,0,0.07,-16.87,0.55,0.68,0.32,0.48,139.55,0.93,0.32,60.05
Song_4734,1,5,1,0.21,-35.29,0.13,0.01,0.09,0.43,61.54,0.20,0.73,64.30
Song_4735,0,10,0,0.15,-25.79,0.86,0.82,0.98,0.76,145.63,0.41,0.40,58.79
Song_4736,0,7,0,0.95,-55.08,0.69,0.92,0.44,0.80,109.63,0.95,0.82,60.72
Song_4737,0,10,1,0.19,-52.61,0.21,0.45,0.43,0.87,199.04,0.27,0.01,60.95
Song_4738,0,8,1,0.86,-59.32,0.72,0.56,0.09,0.86,169.59,0.33,0.12,61.36
Song_4739,0,10,0,0.11,-19.60,0.08,0.32,0.74,1.00,100.75,0.23,0.10,60.32
Song_4740,1,2,1,0.87,-44.13,0.77,0.79,0.72,0.71,196.01,0.54,0.03,61.84
Song_4741,0,1,1,0.60,-1.98,0.49,0.74,0.15,0.62,98.97,0.53,0.17,60.82
Song_4742,1,3,1,0.85,-41.49,0.12,0.74,0.23,0.15,75.16,0.82,0.99,62.60
Song_4743,1,7,1,0.87,-38.18,0.55,0.73,0.02,0.47,63.76,0.41,0.48,63.78
Song_4744,0,10,0,0.60,-31.83,0.20,0.22,0.89,0.43,169.69,0.25,0.42,60.69
Song_4745,1,7,0,0.92,-40.85,0.67,0.11,0.24,0.73,104.67,0.83,0.91,63.52
Song_4746,0,2,1,0.59,-10.95,0.71,0.31,0.93,0.27,197.81,0.65,0.79,60.81
Song_4747,1,3,0,0.71,-7.43,0.76,0.58,0.57,0.87,146.55,0.16,0.27,60.83
Song_4748,1,2,1,0.42,-59.34,0.89,0.40,0.43,0.22,83.00,0.57,0.80,63.61
Song_4749,0,9,0,0.91,-20.72,0.65,0.25,0.01,0.48,107.05,0.46,0.08,61.78
Song_4750,0,1,0,0.82,-18.83,0.49,0.02,0.09,0.94,131.73,0.85,0.72,59.50
Song_4751,0,3,1,0.17,-2.31,0.85,0.12,0.16,0.34,161.04,0.60,0.02,60.26
Song_4752,0,5,1,0.58,-37.78,0.90,0.11,0.11,0.73,142.80,0.79,0.21,59.77
Song_4753,0,10,0,0.90,-48.28,0.78,0.96,0.26,0.34,96.40,0.46,0.89,60.46
Song_4754,1,10,0,0.79,-28.77,0.94,0.78,0.15,0.51,126.65,0.98,0.37,61.59
Song_4755,1,4,0,0.96,-33.15,0.98,0.12,0.66,0.78,90.31,0.80,0.47,62.61
Song_4756,1,2,1,0.23,-12.50,0.25,0.47,0.30,0.81,108.97,0.60,0.65,62.10
Song_4757,1,1,0,0.37,-5.76,0.18,0.65,0.72,0.84,99.98,0.81,0.69,61.31
Song_4758,1,8,1,0.51,-54.80,0.45,0.96,0.14,0.10,185.80,0.32,0.15,62.99
Song_4759,1,0,1,0.23,-9.21,1.00,0.27,0.21,0.85,170.33,0.98,0.93,61.91
Song_4760,1,8,1,0.39,-5.46,0.09,0.26,0.79,0.15,134.42,0.41,0.57,62.74
Song_4761,0,0,0,0.54,-4.55,0.71,0.57,0.63,0.27,84.39,0.37,0.60,61.49
Song_4762,0,6,1,0.19,-14.14,0.85,0.86,0.10,0.97,143.11,0.79,0.64,60.50
Song_4763,1,5,0,0.26,-15.48,1.00,0.28,0.96,0.14,109.64,0.63,0.85,60.53
Song_4764,1,6,1,0.12,-59.11,0.62,0.13,0.76,0.25,65.22,0.77,0.21,63.25
Song_4765,0,2,0,0.71,-4.79,0.38,0.27,0.55,0.34,156.49,0.78,0.91,60.53
Song_4766,0,2,0,0.36,-38.91,0.17,0.45,0.34,0.81,95.80,0.64,0.78,60.22
Song_4767,0,10,1,0.22,-57.53,0.98,0.36,0.09,0.32,92.78,0.84,0.22,61.39
Song_4768,0,0,1,0.51,-35.22,0.92,0.86,0.36,0.83,152.93,0.73,0.80,59.85
Song_4769,1,3,0,0.07,-16.03,0.80,0.94,0.32,0.21,182.00,0.58,0.50,60.79
Song_4770,0,11,0,0.92,-33.48,0.94,0.38,0.08,0.60,99.48,0.76,0.58,60.85
Song_4771,1,1,1,0.29,-14.52,0.06,0.82,0.78,0.96,168.86,0.50,0.99,61.02
Song_4772,1,9,1,0.89,-29.44,0.63,0.07,0.42,0.04,184.00,0.49,0.01,64.10
Song_4773,1,7,0,0.50,-42.03,0.27,0.55,0.89,0.91,89.54,0.34,0.94,62.74
Song_4774,0,2,0,0.85,-47.83,0.77,0.83,0.16,0.16,188.44,0.85,0.73,60.34
Song_4775,0,6,1,0.25,-34.73,0.10,0.42,0.32,0.58,99.64,0.30,0.35,60.74
Song_4776,1,6,0,0.18,-57.85,0.26,0.14,0.28,0.05,90.49,0.25,0.73,64.07
Song_4777,1,11,1,0.85,-34.65,0.85,0.28,0.87,0.57,110.50,0.22,0.20,61.56
